:ID,:LABEL,label,codeSystem,hasCode
TR:quang-ng-h-c,Treatment,Quang động học,,
PR:tia-laser,Procedure,tia laser,,
DR:h-a-ch-t,Drug,Hóa chất,,
D:glioblastoma-multiforme-gbm,Disease,Glioblastoma Multiforme (GBM),,
DR:temozolomide,Drug,Temozolomide,,
DR:nitrosoure,Drug,Nitrosoure,,
DR:carmustin,Drug,Carmustin,,
D:astrocytoma-ii,Disease,Astrocytoma độ II,,
D:anaplastic-astrocytoma,Disease,Anaplastic Astrocytoma,,
DR:temozolomide,Drug,temozolomide,,
G:ph-c-pcv,Guideline,Phác đồ PCV,,
DR:ccnu-lomustin,Drug,CCNU (lomustin),,
D:oligodendroglioma,Disease,Oligodendroglioma,,
D:oligoastrocytoma,Disease,Oligoastrocytoma,,
D:anaplastic-oligodendroglioma,Disease,anaplastic Oligodendroglioma,,
DR:ho-ch-t-pcv,Drug,Hoá chất PCV,,
DR:telozolomide,Drug,Telozolomide,,
D:ependymoma,Disease,Ependymoma,,
D:ependymoma,Disease,ependymoma,,
D:medulloblastoma,Disease,Medulloblastoma,,
D:t-n-th-ng,Disease,tổn thương,,
TR:h-a-x-tr,Treatment,Hóa xạ trị,,
DR:ccnu,Drug,CCNU,,
D:u-lympho-n-o-nguy-n-ph-t,Disease,U lympho não nguyên phát,,
TR:ho-ch-t,Treatment,hoá chất,,
D:lymphoma-n-o,Disease,lymphoma não,,
DR:procarbazine,Drug,procarbazine,,
TR:x-tr-to-n-n-o,Treatment,xạ trị toàn não,,
D:u-th-n-kinh-m-c-t-nh-t-i-ph-t,Disease,u thần kinh đệm ác tính tái phát,,
DR:bevacizumab,Drug,bevacizumab,,
TR:h-a-x-tr,Treatment,hóa xạ trị,,
DR:rituximab,Drug,Rituximab,,
D:u-tuy-n-y-n-ti-t-gh-t-i-ph-t,Disease,U tuyến yên tiết GH tái phát,,
DR:sandostatin-octreotide-lar,Drug,sandostatin (Octreotide LAR),,
D:i-th-o-nh-t,Disease,đái tháo nhạt,,
D:suy-tuy-n-gi-p,Disease,suy tuyến giáp,,
D:suy-tuy-n-th-ng-th-n,Disease,suy tuyến thượng thận,,
D:suy-tuy-n-sinh-d-c,Disease,suy tuyến sinh dục,,
D:u-th-n-kinh-m-glioma-th-n-n-o,Disease,u thần kinh đệm (glioma) thân não,,
PR:x-ph-u-dao-gamma-quay-rotating-gamma-knife,Procedure,xạ phẫu dao gamma quay (Rotating gamma knife),,
D:central-nevous-system-tumor,Disease,Central nevous system tumor,,
D:ung-th-di-c-n-n-o,Disease,UNG THƯ DI CĂN NÃO,,
CS:tri-u-ch-ng-s-n-o,ClinicalSign,Triệu chứng sọ não,,
D:h-i-ch-ng-t-ng-p-l-c-n-i-s,Disease,Hội chứng tăng áp lực nội sọ,,
CS:li-t-v-n-ng,ClinicalSign,Liệt vận động,,
CS:li-t-d-y-th-n-kinh-s,ClinicalSign,Liệt dây thần kinh sọ,,
CS:th-t-ng-n,ClinicalSign,Thất ngôn,,
CS:thay-i-t-nh-c-ch,ClinicalSign,Thay đổi tính cách,,
CS:thay-i-h-nh-vi,ClinicalSign,Thay đổi hành vi,,
CS:c-n-ng-kinh-m-i-kh-i-ph-t,ClinicalSign,cơn động kinh mới khởi phát,,
D:ch-y-m-u-trong-kh-i-di-c-n,Disease,chảy máu trong khối di căn,,
PR:sinh-thi-t-n-o,Procedure,sinh thiết não,,
IM:ch-p-c-t-l-p-vi-t-nh-ct-scan,ImagingModality,chụp cắt lớp vi tính (CT scan),,
IF:kh-i-ng-gi-m-t-tr-ng,ImagingFinding,khối đồng/giảm tỷ trọng,,
IF:ch-y-m-u-trong-u-di-c-n,ImagingFinding,chảy máu trong u di căn,,
IF:l-ng-ng-calci,ImagingFinding,lắng đọng calci,,
IF:ng-m-thu-c-d-ng-l-m-m,ImagingFinding,ngấm thuốc dạng lốm đốm,,
IF:ng-m-thu-c-d-ng-n-t,ImagingFinding,ngấm thuốc dạng nốt,,
IF:ng-m-thu-c-h-nh-v-ng,ImagingFinding,ngấm thuốc hình vòng,,
IF:ph-n-o-r-ng,ImagingFinding,phù não rộng,,
IF:hi-u-ng-kh-i,ImagingFinding,hiệu ứng khối,,
IM:ch-p-c-ng-h-ng-t-cht,ImagingModality,chụp cộng hưởng từ (CHT),,
D:di-c-n-n-o,Disease,Di căn não,,
IF:t-n-th-ng-ng-gi-m-t-n-hi-u,ImagingFinding,tổn thương đồng/giảm tín hiệu,,
IF:t-ng-t-n-hi-u,ImagingFinding,tăng tín hiệu,,
IF:ng-m-thu-c-d-ng-v-ng,ImagingFinding,ngấm thuốc dạng vòng,,
IF:ng-m-thu-c-u,ImagingFinding,ngấm thuốc đều,,
IF:ph-n-o-quanh-u,ImagingFinding,phù não quanh u,,
PR:sinh-thi-t-kh-i-u-n-o,Procedure,sinh thiết khối u não,,
TR:i-u-tr-ngo-i-khoa,Treatment,Điều trị ngoại khoa,,
PR:ph-u-thu-t-c-t-b-u,Procedure,Phẫu thuật cắt bỏ u,,
PR:c-t-b,Procedure,Cắt bỏ,,
D:kh-i-u-di-c-n-n-o,Disease,khối u di căn não,,
TR:x-tr-to-n-n-o,Treatment,Xạ trị toàn não,,
D:kh-i-u-n-o,Disease,Khối u não,,
D:u-n-o-di-c-n,Disease,U não di căn,,
DR:depakine,Drug,Depakine,,
TR:gi-m-au,Treatment,giảm đau,,
D:u-nguy-n-ph-t,Disease,U nguyên phát,,
D:t-n-th-ng-di-c-n-n-o,Disease,Tổn thương di căn não,,
TR:i-u-tr-ch,Treatment,điều trị đích,,
TR:mi-n-d-ch,Treatment,miễn dịch,,
CS:nh-c-u,ClinicalSign,Nhức đầu,,
CS:v-n-v-th-gi-c,ClinicalSign,vấn đề về thị giác,,
CS:th-l-c-m,ClinicalSign,thị lực mờ,,
CS:ng-t-c-v-ng-v,ClinicalSign,Động tác vụng về,,
CS:kh-i-b,ClinicalSign,Khó đi bộ,,
CS:m-t-c-n-b-ng,ClinicalSign,Mất cân bằng,,
CS:y-u-ch-n-tay,ClinicalSign,"yếu chân, tay",,
D:u-nguy-n-b-o-th-n-kinh-m,Disease,u nguyên bào thần kinh đệm,,
D:u-th-n-kinh-m,Disease,u thần kinh đệm,,
CS:d-u-hi-u-b-t-th-ng,ClinicalSign,dấu hiệu bất thường,,
D:kh-i-u-trong-s,Disease,khối u trong sọ,,
CS:ph-gai-th,ClinicalSign,phù gai thị,,
CS:teo-gai-th,ClinicalSign,teo gai thị,,
D:t-ng-p-l-c-n-i-s-n-ng,Disease,tăng áp lực nội sọ nặng,,
CS:r-i-lo-n-ch-c-n-ng-h-h-p,ClinicalSign,rối loạn chức năng hô hấp,,
CS:ti-u-ti-n-kh-ng-t-ch,ClinicalSign,tiểu tiện không tự chủ,,
D:u-th-n-kinh-m-ti-u-n-o,Disease,U thần kinh đệm ở tiểu não,,
CS:h-i-ch-ng-t-ng-p-l-c-n-i-s,ClinicalSign,hội chứng tăng áp lực nội sọ,,
D:h-i-ch-ng-ti-u-n-o,Disease,hội chứng tiểu não,,
CS:r-i-lo-n-th-ng-b-ng,ClinicalSign,rối loạn thăng bằng,,
CS:r-i-lo-n-ph-i-h-p-ng-t-c,ClinicalSign,rối loạn phối hợp động tác,,
CS:r-i-lo-n-ph-i-h-p-ng-t-c,ClinicalSign,Rối loạn phối hợp động tác,,
D:li-t-d-y-th-n-kinh-v-n-nh-n,Disease,Liệt dây thần kinh vận nhãn,,
CS:y-u-tay-ch-n,ClinicalSign,Yếu tay chân,,
CS:r-i-lo-n-th-ng-b-ng,ClinicalSign,Rối loạn thăng bằng,,
CS:n-i-kh-n,ClinicalSign,Nói khàn,,
CS:kh-ph-t-m,ClinicalSign,Khó phát âm,,
CS:kh-i-u-khi-n-tay-vi-t-ch,ClinicalSign,Khó điều khiển tay để viết chữ,,
CS:tri-u-ch-ng-c-a-b-th-p,ClinicalSign,Triệu chứng của bó tháp,,
CS:li-t-d-y-vi,ClinicalSign,Liệt dây VI,,
CS:li-t-d-y-vii,ClinicalSign,Liệt dây VII,,
CS:m-t-c-m-gi-c-v-ng-m-t,ClinicalSign,Mất cảm giác vùng mặt,,
CS:rung-gi-t-nh-n-c-u,ClinicalSign,Rung giật nhãn cầu,,
D:u-m-i-n-o-th-t-iv,Disease,U mái não thất IV,,
D:h-i-ch-ng-parinaud,Disease,Hội chứng Parinaud,,
CS:li-t-v-n-nh-n-quay-l-n,ClinicalSign,Liệt vận nhãn quay lên,,
D:u-v-ng-h-nh-n-o-t-y-c-cao,Disease,U vùng hành não - tủy cổ cao,,
CS:i-l-i-lo-ng-cho-ng,ClinicalSign,Đi lại loạng choạng,,
D:u-b-n-c-u-i-n-o,Disease,U bán cầu đại não,,
D:u-n-o-v-n-o,Disease,U não ở vỏ não,,
D:u-n-o-th-i-d-ng-n-n,Disease,U não ở thái dương nền,,
D:u-n-o-quanh-v-ng-v-n-ng,Disease,U não ở quanh vùng vận động,,
CS:n-i-l-p,ClinicalSign,Nói lắp,,
CS:n-i-kh,ClinicalSign,Nói khó,,
CS:b-t-th-ng-v-ph-t-m,ClinicalSign,Bất thường về phát âm,,
CS:y-u-n-a-ng-i,ClinicalSign,Yếu nửa người,,
CS:li-t-n-a-ng-i,ClinicalSign,Liệt nửa người,,
CS:li-t-n-a-m-t,ClinicalSign,Liệt nửa mặt,,
CS:y-u-n-a-m-t,ClinicalSign,Yếu nửa mặt,,
CS:d-u-hi-u-t-ng-p-l-c-n-i-s,ClinicalSign,Dấu hiệu tăng áp lực nội sọ,,
CS:gi-m-tr-nh,ClinicalSign,giảm trí nhớ,,
CS:sa-s-t-tr-tu,ClinicalSign,sa sút trí tuệ,,
CS:thay-i-c-t-nh,ClinicalSign,Thay đổi cá tính,,
AS:giao-thoa-th-gi-c,AnatomicalSite,giao thoa thị giác,,
AS:d-i-i-th,AnatomicalSite,dưới đồi thị,,
D:r-i-lo-n-n-i-ti-t,Disease,Rối loạn nội tiết,,
CS:d-y-th-s-m,ClinicalSign,dậy thì sớm,,
D:l-n-tuy-n-y-n,Disease,lùn tuyến yên,,
D:r-i-lo-n-th-gi-c,Disease,Rối loạn thị giác,,
CS:b-n-manh,ClinicalSign,bán manh,,
IF:ch-n-p-n-o-th-t-iii,ImagingFinding,chèn ép não thất III,,
IF:gi-n-n-o-th-t,ImagingFinding,giãn não thất,,
D:u-sao-b-o-l-ng-astrocytome-pilocytique,Disease,U sao bào lông (Astrocytome pilocytique),,
IF:d-ng-nang,ImagingFinding,dạng nang,,
IF:ph-n-c,ImagingFinding,phần đặc,,
IF:v-ch-u-t-ng-t-n-hi-u,ImagingFinding,vách u tăng tín hiệu,,
AS:d-y-th-n-kinh-s-s-ii,AnatomicalSite,dây thần kinh sọ số II,,
AS:n-o-th-t-iii,AnatomicalSite,não thất III,,
D:u-sao-b-o-l-ng,Disease,U sao bào lông,,
IM:ch-p-c-ng-h-ng-t,ImagingModality,chụp cộng hưởng từ,,
IF:ph-n-o,ImagingFinding,phù não,,
IF:ch-y-m-u-trong-u,ImagingFinding,chảy máu trong u,,
IF:d-ng-c,ImagingFinding,dạng đặc,,
D:u-d-ng-nang,Disease,u dạng nang,,
IF:ho-i-t-trung-t-m-u,ImagingFinding,hoại tử trung tâm u,,
D:u-c,Disease,u đặc,,
IF:t-ng-t-n-hi-u-kh-ng-ng-nh-t,ImagingFinding,tăng tín hiệu không đồng nhất,,
M:cho-naa,Measurement,Cho/NAA,,
M:cho-cr,Measurement,Cho/Cr,,
M:naa-cr,Measurement,NAA/Cr,,
D:u-nguy-n-b-o-t-y-medulloblastoma,Disease,U nguyên bào tủy (Medulloblastoma),,
AS:n-o-th-t-iv,AnatomicalSite,não thất IV,,
D:u-nguy-n-b-o-m-ch-hemangioblastoma,Disease,U nguyên bào mạch (Hemangioblastoma),,
IF:nang,ImagingFinding,nang,,
IF:nh-n-nh-t-ng-t-n-hi-u,ImagingFinding,nhân nhỏ tăng tín hiệu,,
D:u-t-b-o-h-nh-sao-lan-t-a-astrocytome-diffuse-ii,Disease,"U tế bào hình sao lan tỏa (Astrocytome Diffuse, độ II)",,
D:u-t-b-o-h-nh-sao-lan-to,Disease,U tế bào hình sao lan toả,,
AS:b-n-c-u-i-n-o,AnatomicalSite,bán cầu đại não,,
AS:th-y-tr-n,AnatomicalSite,thùy trán,,
AS:th-y-th-i-d-ng,AnatomicalSite,thùy thái dương,,
AS:th-y-nh,AnatomicalSite,thùy đỉnh,,
AS:th-y-ch-m,AnatomicalSite,thùy chẩm,,
IF:gi-m-t-tr-ng,ImagingFinding,giảm tỷ trọng,,
IF:ng-t-tr-ng,ImagingFinding,đồng tỷ trọng,,
AS:ch-t-tr-ng,AnatomicalSite,chất trắng,,
IF:u-nang,ImagingFinding,u nang,,
IF:t-ng-t-tr-ng,ImagingFinding,tăng tỷ trọng,,
D:u-t-b-o-sao-gi-m-bi-t-ho,Disease,U tế bào sao giảm biệt hoá,,
CS:nhi-m-tr-ng-c-p-t-nh,ClinicalSign,nhiễm trùng cấp tính,,
D:u-t-b-o-th-n-kinh-m-t-nh-nh,Disease,U tế bào thần kinh đệm ít nhánh,,
IF:tho-i-h-a-d-ng-nang,ImagingFinding,thoái hóa dạng nang,,
IF:xu-t-huy-t,ImagingFinding,Xuất huyết,,
D:gangliocytoma,Disease,gangliocytoma,,
D:u-th-n-kinh-m-d-i-ng-n-i-t-y,Disease,U thần kinh đệm dưới ống nội tủy,,
IM:t1,ImagingModality,T1,,
IF:gi-m-t-n-hi-u,ImagingFinding,giảm tín hiệu,,
IF:ng-t-n-hi-u,ImagingFinding,đồng tín hiệu,,
IF:ch-y-m-u,ImagingFinding,chảy máu,,
IF:ng-m-thu-c,ImagingFinding,ngấm thuốc,,
IM:t2,ImagingModality,T2,,
IF:n-t-v-i-h-a,ImagingFinding,nốt vôi hóa,,
D:t-n-th-ng-th-ph-t,Disease,tổn thương thứ phát,,
D:u-m-u-th-hang,Disease,u máu thể hang,,
D:u-bi-u-m-ng-n-i-t-y,Disease,U biểu mô ống nội tủy,,
D:u-nguy-n-t-y-b-o,Disease,u nguyên tủy bào,,
D:u-sao-b-o-lan-t-a,Disease,U sao bào lan tỏa,,
D:u-th-n-kinh-m-t-nh-nh,Disease,u thần kinh đệm ít nhánh,,
D:u-th-n-kinh-m-lan-t-a,Disease,U thần kinh đệm lan tỏa,,
D:u-th-n-kinh-m-t-nh-nh,Disease,U thần kinh đệm ít nhánh,,
D:u-sao-b-o,Disease,U sao bào,,
D:u-sao-b-o-l-ng-nh-y,Disease,U sao bào lông nhầy,,
D:u-sao-b-o-t-b-o-l-n-d-i-m-ng-n-i-t-y,Disease,U sao bào tế bào lớn dưới màng nội tủy,,
AS:m-ng-n-i-t-y,AnatomicalSite,Màng nội tủy,,
D:u-sao-b-o-v-ng-a-h-nh,Disease,U sao bào vàng đa hình,,
D:u-sao-b-o-v-ng-a-h-nh-kh-ng-bi-t-h-a,Disease,"U sao bào vàng đa hình, không biệt hóa",,
D:u-m-ng-n-i-t-y,Disease,U màng nội tủy,,
D:u-d-i-m-ng-n-i-t-y,Disease,U dưới màng nội tủy,,
D:u-m-ng-n-i-t-y-c-nh,Disease,U màng nội tủy cơ nhú,,
D:u-m-ng-n-i-t-y-rela-d-ng-t-nh,Disease,"U màng nội tủy, RELA dương tính",,
D:u-m-ng-n-i-t-y-kh-ng-bi-t-h-a,Disease,U màng nội tủy không biệt hóa,,
D:u-th-n-kinh-m-kh-c,Disease,U thần kinh đệm khác,,
D:u-th-n-kinh-m-trung-t-m-m-ch,Disease,U thần kinh đệm trung tâm mạch,,
D:u-th-n-kinh-m-m-ng-m-ch-c-a-n-o-th-t-ba,Disease,U thần kinh đệm màng mạch của não thất ba,,
AS:n-o-th-t-ba,AnatomicalSite,Não thất ba,,
D:u-m-r-i-m-ch-m-c,Disease,U đám rối mạch mạc,,
D:u-nh-m-r-i-m-ch-m-c,Disease,U nhú đám rối mạch mạc,,
D:u-nh-m-r-i-m-ch-m-c-kh-ng-i-n-h-nh,Disease,"U nhú đám rối mạch mạc, không điển hình",,
D:carcinoma-m-r-i-m-ch-m-c,Disease,Carcinoma đám rối mạch mạc,,
D:u-h-n-h-p-t-b-o-m-v-t-b-o-th-n-kinh,Disease,U hỗn hợp tế bào đệm và tế bào thần kinh,,
D:u-t-b-o-th-n-kinh,Disease,U tế bào thần kinh,,
D:u-t-b-o-bi-u-m-th-n-kinh-lo-n-s-n-ph-i,Disease,U tế bào biểu mô thần kinh loạn sản phôi,,
D:u-t-b-o-h-ch,Disease,U tế bào hạch,,
D:u-th-n-kinh-m-h-ch,Disease,U thần kinh đệm hạch,,
IF:s-i-rosenthal,ImagingFinding,sợi Rosenthal,,
IF:c-c-h-t-a-toan,ImagingFinding,các hạt ưa toan,,
D:u-sao-b-o-k-m-bi-t-h-a,Disease,u sao bào kém biệt hóa,,
IF:t-ng-sinh-m-ch-m-u,ImagingFinding,tăng sinh mạch máu,,
D:u-t-b-o-h-nh-sao-th-s-i-fibrilary-astrocytoma,Disease,U tế bào hình sao thể sợi (Fibrilary Astrocytoma),,
D:u-t-b-o-h-nh-sao-nguy-n-sinh-protoplasmic-astrocytoma,Disease,U tế bào hình sao nguyên sinh (Protoplasmic Astrocytoma),,
D:u-t-b-o-sao-ph-ng-gemistocytic-astrocytoma,Disease,U tế bào sao phồng (Gemistocytic Astrocytoma),,
D:u-t-b-o-th-n-kinh-m-t-nh-nh-oligodendroglioma,Disease,U tế bào thần kinh đệm ít nhánh (Oligodendroglioma),,
D:u-sao-b-o-t-nh-nh,Disease,u sao bào ít nhánh,,
IF:h-nh-nh-t-ong,ImagingFinding,hình ảnh tổ ong,,
D:u-th-n-kinh-m-d-i-ng-t-y,Disease,U thần kinh đệm dưới ống tủy,,
D:t-n-th-ng-nguy-n-ph-t-t-i-n-o,Disease,tổn thương nguyên phát tại não,,
IM:ch-p-c-t-l-p-vi-t-nh-l-ng-ng-c,ImagingModality,chụp cắt lớp vi tính lồng ngực,,
LT:x-t-nghi-m-nh-gi-t-nh-tr-ng-methyl-h-a-t-i-kh-i-u,LabTest,xét nghiệm đánh giá tình trạng methyl hóa tại khối u,,
LT:mgmt,LabTest,MGMT,,
LT:idh,LabTest,IDH,,
LT:x-t-nghi-m-gi-i-tr-nh-t-nhi-u-gen,LabTest,xét nghiệm giải trình tự nhiều gen,,
SV:th-p,Severity,"""độ thấp""",,
SV:cao,Severity,"""độ cao""",,
D:kh-i-cho-ng-ch-n-i-s,Disease,khối choáng chỗ nội sọ,,
DR:manitol-20,Drug,manitol 20%,,
DR:dexamethasone-40mg,Drug,Dexamethasone 40mg,,
DR:synacthene-1mg,Drug,synacthene 1mg,,
DR:seduxen,Drug,Seduxen,,
DR:diazepam,Drug,diazepam,,
DR:thu-c-gi-m-au-th-n-kinh,Drug,thuốc giảm đau thần kinh,,
DR:thioguanine,Drug,thioguanine,,
D:glioma,Disease,Glioma,,
G:ph-c-stupp,Guideline,phác đồ STUPP,,
D:u-th-n-kinh-m-iii,Disease,u thần kinh đệm độ III,,
DR:h-a-ch-t-b-tr,Drug,hóa chất bổ trợ,,
G:ph-c-pvc,Guideline,phác đồ PVC,,
D:u-th-n-kinh-m-iv,Disease,u thần kinh đệm độ IV,,
D:glioblastoma,Disease,glioblastoma,,
G:ph-c-pvc,Guideline,Phác đồ PVC,,
DR:lomustin,Drug,Lomustin,,
PR:x-tr,Procedure,xạ trị,,
DR:kh-ng-pd-1,Drug,kháng PD-1,,
DR:kh-ng-pd-l1,Drug,kháng PD-L1,,
D:u-nguy-n-b-o-th-n-kinh-m-c-t-nh,Disease,u nguyên bào thần kinh đệm ác tính,,
D:u-t-b-o-th-n-kinh-m-k-m-bi-t-h-a,Disease,u tế bào thần kinh đệm kém biệt hóa,,
D:u-sao-b-o-d-ng-lan-t-a,Disease,u sao bào dạng lan tỏa,,
M:o-li-u,Measurement,đo liều,,
PR:cyberknife,Procedure,CyberKnife,,
AS:s,AnatomicalSite,sọ,,
AS:c,AnatomicalSite,cổ,,
D:t-n-th-ng-nhu-m-n-o,Disease,Tổn thương nhu mô não,,
D:b-nh-l-s-n-o,Disease,bệnh lý sọ não,,
PR:x-ph-u-radiosurgery,Procedure,xạ phẫu (Radiosurgery),,
D:m-kh-i-u,Disease,mô khối u,,
D:kh-i-u-sao-b-o,Disease,khối u sao bào,,
D:u-sao-b-o-i,Disease,u sao bào độ I,,
D:u-sao-b-o-ii,Disease,u sao bào độ II,,
LT:idh1,LabTest,IDH1,,
LT:idh2,LabTest,IDH2,,
LT:m-t-o-n-1p19q,LabTest,mất đoạn 1p19q,,
D:u-th-n-kinh-m-b-c-cao,Disease,u thần kinh đệm bậc cao,,
D:u-nguy-n-b-o-th-n-kinh-m-a-h-nh-gbm,Disease,u nguyên bào thần kinh đệm đa hình (GBM),,
LT:t-bi-n-idh,LabTest,đột biến IDH,,
DR:h-a-tr,Drug,hóa trị,,
G:h-ng-d-n-ch-n-o-n-v-i-u-tr-c-c-b-nh-ung-th-th-ng-g-p,Guideline,Hướng dẫn chẩn đoán và điều trị các bệnh ung thư thường gặp,,
TR:x-tr-ung-th,Treatment,xạ trị ung thư,,
TR:i-u-tr-u-n-o,Treatment,Điều trị u não,,
D:intracranial-germ-cell-tumors,Disease,Intracranial germ cell tumors,,
D:central-nervous-system-germ-cell-tumors,Disease,central nervous system germ cell tumors,,
TR:chemotherapy,Treatment,chemotherapy,,
TR:radiation-therapy,Treatment,radiation therapy,,
D:intracranial-germ-cell-tumors,Disease,intracranial germ cell tumors,,
AS:m-ng-nh-n,AnatomicalSite,màng nhện,,
D:kh-i-u-n-i-s,Disease,khối u nội sọ,,
AS:x-ng-s,AnatomicalSite,xương sọ,,
RF:ch-n-th-ng-s-n-o,RiskFactor,Chấn thương sọ não,,
RF:ph-i-nhi-m-ph-ng-x,RiskFactor,Phơi nhiễm phóng xạ,,
D:b-nh-l-r-i-lo-n-nhi-m-s-c-th,Disease,Bệnh lý rối loạn nhiễm sắc thể,,
CS:ng-kinh,ClinicalSign,Động kinh,,
AS:m-ng-n-o-li-m-n-o,AnatomicalSite,Màng não liềm não,,
AS:xoang-t-nh-m-ch-d-c-tr-n,AnatomicalSite,Xoang tĩnh mạch dọc trên,,
CS:r-i-lo-n-t-m-th-n,ClinicalSign,Rối loạn tâm thần,,
CS:li-t-m-t-chi,ClinicalSign,Liệt một chi,,
CS:ng-kinh-c-c-b,ClinicalSign,Động kinh cục bộ,,
D:u-m-ng-n-o-r-nh-kh-u,Disease,U màng não rãnh khứu,,
CS:m-t-m-i,ClinicalSign,Mất mùi,,
CS:teo-gai,ClinicalSign,Teo gai,,
CS:ph-gai,ClinicalSign,Phù gai,,
D:u-m-ng-n-o-c-nh-b-x-ng-b-m,Disease,U màng não cánh bé xương bướm,,
AS:c-nh-b-x-ng-b-m,AnatomicalSite,cánh bé xương bướm,,
AS:s-n-s,AnatomicalSite,sàn sọ,,
D:u-ph-a-ngo-i-c-nh-b-x-ng-b-m,Disease,U phía ngoài cánh bé xương bướm,,
CS:ng-kinh,ClinicalSign,động kinh,,
D:u-ph-a-trong-c-nh-b-x-ng-b-m,Disease,U phía trong cánh bé xương bướm,,
AS:d-y-th-n-kinh-th-gi-c,AnatomicalSite,dây thần kinh thị giác,,
AS:ng-m-ch-c-nh-trong,AnatomicalSite,động mạch cảnh trong,,
AS:xoang-hang,AnatomicalSite,xoang hang,,
AS:d-y-th-n-kinh-iii,AnatomicalSite,dây thần kinh III,,
AS:d-y-th-n-kinh-iv,AnatomicalSite,dây thần kinh IV,,
AS:d-y-th-n-kinh-vi,AnatomicalSite,dây thần kinh VI,,
AS:d-y-th-n-kinh-v,AnatomicalSite,dây thần kinh V,,
CS:l-i-nh-n-c-u,ClinicalSign,lồi nhãn cầu,,
D:u-m-ng-n-o-c-y-n,Disease,U màng não củ yên,,
CS:b-n-manh-hai-b-n,ClinicalSign,bán manh hai bên,,
D:u-m-ng-n-o-l-ch-m,Disease,U màng não lỗ chẩm,,
CS:th-ng-t-n-nhi-u-d-y-th-n-kinh-s,ClinicalSign,thương tổn nhiều dây thần kinh sọ,,
D:u-m-ng-n-o-x-ng,Disease,U màng não xương đá,,
AS:x-ng,AnatomicalSite,xương đá,,
AS:h-meckel,AnatomicalSite,hố Meckel,,
AS:h-ch-gasser,AnatomicalSite,hạch Gasser,,
CS:au-d-y-th-n-kinh-s-v,ClinicalSign,đau dây thần kinh số V,,
CS:ng-kinh-th-i-d-ng,ClinicalSign,động kinh thái dương,,
AS:d-y-th-n-kinh-vii,AnatomicalSite,dây thần kinh VII,,
AS:d-y-th-n-kinh-viii,AnatomicalSite,dây thần kinh VIII,,
D:u-m-ng-n-o-m-t-d-c-x-ng,Disease,U màng não mặt dốc xương đá,,
AS:c-u-n-o,AnatomicalSite,cầu não,,
AS:d-y-th-n-kinh,AnatomicalSite,dây thần kinh,,
D:h-i-ch-ng-t-ng-p-l-c-n-i-s,Disease,hội chứng tăng áp lực nội sọ,,
IM:xquang-s,ImagingModality,Xquang sọ,,
D:u-m-ng-n-o,Disease,u màng não,,
IF:d-y-x-ng,ImagingFinding,dày xương,,
IF:h-y-x-ng,ImagingFinding,hủy xương,,
IF:gi-n-r-ng-c-c-m-ch-m-u-m-ng-n-o,ImagingFinding,giãn rộng các mạch máu màng não,,
IM:si-u-m-n-o,ImagingModality,Siêu âm não,,
IM:si-u-m-xuy-n-s,ImagingModality,Siêu âm xuyên sọ,,
IF:y-ng-gi-a,ImagingFinding,đè đẩy đường giữa,,
IF:y-n-o-th-t,ImagingFinding,đè đẩy não thất,,
IM:x-h-nh,ImagingModality,Xạ hình,,
IM:ghi-h-nh-n-o-v-i-18fdg-pet,ImagingModality,Ghi hình não với 18FDG - PET,,
IM:ghi-h-nh-n-o-v-i-18fdg-pet,ImagingModality,Ghi hình não với 18FDG-PET,,
IF:kh-i-ng-m,ImagingFinding,Khối đồng đậm độ,,
D:ung-th-ti-n-li-t-tuy-n-di-c-n-n-o,Disease,ung thư tiền liệt tuyến di căn não,,
IM:mri-s-n-o,ImagingModality,MRI sọ não,,
IF:ph-quanh-u,ImagingFinding,phù quanh u,,
IM:ch-p-m-ch-n-o,ImagingModality,Chụp mạch não,,
IM:ch-p-c-t-l-p-vi-t-nh-d-ng-h-nh-m-ch-n-o,ImagingModality,chụp cắt lớp vi tính dựng hình mạch não,,
AS:ng-m-ch-c-nh-ngo-i,AnatomicalSite,động mạch cảnh ngoài,,
AS:ng-m-ch-m-t,AnatomicalSite,động mạch mắt,,
D:neurofibromatosis-2,Disease,neurofibromatosis 2,,
D:u-tuy-n-y-n-macroadenoma,Disease,U tuyến yên (Macroadenoma),,
AS:h-y-n,AnatomicalSite,hố yên,,
D:u-bao-d-y-th-n-kinh-schwannoma,Disease,U bao dây thần kinh (Schwannoma),,
AS:g-c-c-u-ti-u-n-o,AnatomicalSite,góc cầu tiểu não,,
D:u-d-y-th-n-kinh-s-viii,Disease,u dây thần kinh số VIII,,
D:u-d-y-th-n-kinh-s-v,Disease,u dây thần kinh số V,,
D:u-di-c-n-n-o,Disease,u di căn não,,
D:glioma,Disease,glioma,,
D:astrocytoma,Disease,astrocytoma,,
D:u-l-nh-t-nh,Disease,U lành tính,,
AS:n-n-s,AnatomicalSite,nền sọ,,
IM:h-nh-nh-h-c,ImagingModality,hình ảnh học,,
D:u-m-ng-n-o-c-t-nh,Disease,U màng não ác tính,,
D:u-m-ng-n-o-l-nh-t-nh,Disease,U màng não lành tính,,
AS:u,AnatomicalSite,U,,
D:t-n-th-ng-d-y-th-n-kinh-th,Disease,Tổn thương dây thần kinh thị,,
D:t-n-th-ng-tuy-n-y-n,Disease,Tổn thương tuyến yên,,
